TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,CustomerAgeGroup,Target
-1.1119223584377067,1,36,0,1.4266360181996707,0,-0.5415676043705149,0.0,0.0029179859764963696,2,1
0.54692641293755,1,15,0,1.313889398582493,0,0.30850152230456834,0.0,2.2165305377634645,2,0
-0.5979838463617608,1,23,2,-1.44840278203836,3,-0.8957630738184661,0.0,-1.0185126379462432,0,1
-0.3313496147401851,1,33,2,-1.0537896133782383,3,-1.3349654559339257,0.0,0.8878945145532688,0,1
-0.7543640674158856,1,28,0,-1.5047760918469488,3,0.747703904420028,0.0,-1.1057264175404542,0,1
-1.1440320640495818,0,39,0,-0.43368320548376094,0,0.2801658847487322,0.0,2.103324404741595,1,1
-0.3912633022442259,0,16,1,1.2575160887739043,2,2.4336743389922764,0.0,-0.5899856953773224,2,0
-0.6898698227632178,0,11,1,0.35554313183648284,1,-0.47072851048092457,0.0,1.0225744839339677,1,0
2.5610890023318005,1,26,0,0.5810363710708382,0,0.010977327968289218,0.0,-1.0442336243431387,1,1
-1.0950201025592734,0,0,2,0.41191644164507163,1,-0.853259617484712,0.0,0.6396858437933796,1,0
-0.30606493927976414,1,22,2,-1.3356561624211825,3,0.7618717231979459,0.0,-0.9144561819804607,0,1
1.0887147124771477,0,23,1,-1.1665362329954159,3,-0.11653304103297325,0.0,-0.8911058170032452,0,1
2.4044339478487577,1,22,0,-1.0537896133782383,3,0.05348078430204337,0.0,-1.2572797840886598,0,1
-0.4115551704126433,1,21,2,-1.5047760918469488,3,0.20932679085914196,0.0,-1.2290576128893587,0,0
0.9555579161665617,1,10,0,-0.4900565152923498,1,0.13848769696955168,0.0,-0.41864045604774947,1,0
1.3694112545450081,0,2,1,-1.44840278203836,3,0.5493544415291752,0.0,-1.0162316188480411,0,0
1.0814316266108308,1,8,2,-0.32093658586658325,1,1.6261086686509472,0.0,0.0023445311190360293,1,0
-1.090897601125509,0,0,1,0.8065296103051935,2,-0.18737213492256352,0.0,0.7289937576438523,2,0
-0.849044183678005,0,8,2,-1.5047760918469488,3,0.7052004480862738,0.0,0.37576092584621595,0,0
-0.9047437586053091,1,20,1,1.4830093280082597,2,-1.150783811820991,0.0,0.1664243022098919,2,0
-0.7835880220241258,1,19,1,-0.3773098956751721,0,-0.3715537790354982,0.0,1.0356436225381433,1,0
-0.5098081212506919,1,33,2,-1.3356561624211825,3,-0.32905032270174406,0.0,-0.811503114602024,0,1
-1.1421540356186448,0,15,2,1.1447694691567265,2,2.2211570573235058,0.0,-0.3753420542431616,2,0
-0.9917743444292214,1,25,1,-0.43368320548376094,1,-0.34321814147966206,0.0,-0.6180747431275699,1,1
-0.5926704000693537,1,19,2,-0.03907003682363907,0,1.1018993738679792,0.0,-0.8521825685531208,1,0
-0.9191725136234838,1,11,1,-0.9974163035696494,3,2.320331788768932,0.0,-0.9598000767810791,0,0
-1.0467868357842314,0,24,2,0.8065296103051935,0,-1.405804549823516,0.0,0.827837918565932,2,1
-0.9056598700350343,1,3,0,-0.8846696839524717,0,1.9519685005430625,0.0,1.2090753159249938,0,0
2.844396461974378,1,20,2,-1.2792828526125937,3,0.4360118913058308,0.0,-1.203695035778376,0,0
-0.007229390903340811,0,37,1,0.01730327298494977,0,-0.9807699864859745,0.0,2.487119308362277,1,1
-0.6049920987991603,1,39,1,0.24279651221930512,1,-1.0516090803755647,0.0,0.16996487394144424,1,1
-0.8185834786396358,1,25,1,-1.0537896133782383,3,0.36517279741624054,0.0,-1.0752795487021665,0,1
0.36090998713180866,1,28,2,0.5810363710708382,2,1.3710879306484223,0.0,-1.0448710808587978,1,1
0.3281131979476397,1,35,0,1.032022849539549,2,-0.0031904908096288334,0.0,-0.19895604431385877,2,1
-1.0206318544655713,1,30,2,-0.3773098956751721,0,-1.419972368601434,0.0,2.3331594794658,1,1
-0.07062430184033808,0,5,2,0.6937829906880159,0,-0.04569394714338299,0.0,2.1136440321095544,2,0
-0.9230659871998169,1,40,0,-1.44840278203836,3,-0.03152612836546494,0.0,-1.2439418385200496,0,1
0.21744693723681205,1,21,1,-0.9974163035696494,3,-1.2216229057105814,0.0,-1.0834717609516007,0,0
-0.42300656328421066,1,3,1,-1.0537896133782383,3,-0.6265745170380231,0.0,-0.9194585515852715,0,0
1.1607210708535638,1,28,2,-1.44840278203836,3,-0.20153995370048156,0.0,-1.1057212974077986,0,1
1.6950888678123859,1,10,2,-1.0537896133782383,3,0.26599806597081416,0.0,-1.2378693611901563,0,0
0.7718317689351339,0,18,2,1.3702627083910819,2,0.02514514674620727,0.0,-0.30548552435243914,2,0
-0.7851454114546589,1,41,1,1.2575160887739043,0,0.36517279741624054,0.0,2.5099115788799993,2,1
-0.4000579719695896,1,36,1,-0.9410429937610605,3,0.32266934108248635,0.0,-1.0706023075210052,0,1
-0.6971987142010211,1,29,0,0.97564953973096,2,-0.4140572353692524,0.0,-0.1595003020675212,2,1
0.2753451795954569,1,23,1,-1.110162923186827,3,-0.5132319668146788,0.0,-0.966881220244184,0,1
-0.8991554788839842,0,8,1,0.6937829906880159,2,-0.9524343489301383,0.0,-0.400876155798117,2,0
0.1636253907404452,0,9,1,1.313889398582493,2,-0.8249239799288759,0.0,-0.11838819690700106,2,0
0.5940145404254351,1,16,1,0.1864232024107163,1,-1.2924619996001716,0.0,0.13563182441733082,1,0
-0.6631193690152365,1,18,1,-1.2229095428040047,3,-0.9666021677080564,0.0,-1.0676787117744881,0,0
0.4250835927840725,1,19,2,0.1864232024107163,1,1.5127661184276027,0.0,0.3970171565671698,1,0
1.5782846605223981,0,30,1,0.6374096808794271,1,-0.21570777247839962,0.0,0.859536659838587,2,1
-1.1500325939142833,1,5,2,0.299169822027894,0,0.06764860307996143,0.0,2.2752098180663647,1,0
-0.2542588379287931,0,26,1,-0.15181665644081674,1,0.9460533673108806,0.0,-0.6440466160246043,1,1
0.19046745563139927,1,16,1,0.6374096808794271,2,1.4985982996496847,0.0,-0.5340456860453262,2,0
1.2102826992017073,1,0,1,-1.110162923186827,3,0.12431987819163363,0.0,-0.8062652188950419,0,0
-0.6392546662708899,0,2,2,0.8629029201137823,1,-1.4624758249351881,0.0,-0.3673802479632427,2,0
-0.5647290014627291,1,1,0,-0.03907003682363907,1,1.4277592057600945,0.0,-0.32116849067744974,1,0
-0.5204808194069925,1,9,2,-0.5464298251009386,1,0.22349460963706,0.0,0.3261545206095636,1,0
-1.0630020080903708,1,4,0,0.97564953973096,2,-0.9099308925963842,0.0,0.19589578577723155,2,0
-0.10497848045504034,0,17,2,-1.0537896133782383,3,2.2778283324351776,0.0,0.36783240042856036,0,0
-0.7572040128480344,1,25,1,-0.03907003682363907,0,-0.7115814297055314,0.0,2.4513244609649054,1,1
-0.6254671892535226,1,24,1,-1.44840278203836,3,-0.598238879482187,0.0,-0.9570608058101745,0,1
-0.3783003255136115,1,39,2,0.299169822027894,0,-0.7399170672613675,0.0,1.3894831900555034,1,1
-0.33496825488760035,1,10,0,-0.3773098956751721,1,-0.2440434100342357,0.0,-1.1643928975117153,1,0
0.01407019983777475,1,10,2,0.24279651221930512,0,0.7193682668641919,0.0,0.5314820803763208,1,0
-0.46780441219778246,1,36,2,-0.6028031349095275,0,0.5351866227512572,0.0,-0.9157592557413863,1,1
-1.0639639250915824,1,23,1,1.0883961593481377,0,-0.7115814297055314,0.0,1.2209258629570663,2,1
-1.1324432544635556,0,36,2,0.7501563004966046,0,0.8468786358654543,0.0,1.9925247340679968,2,1
0.6235133284625928,1,18,2,-1.1665362329954159,3,-0.2723790475900718,0.0,-1.1031740314114902,0,0
2.1074764279032716,0,25,2,0.8629029201137823,2,-1.2074550869326632,0.0,-0.26542560645270574,2,1
-0.11991109675956421,1,15,1,-1.3356561624211825,3,0.22349460963706,0.0,-1.1476167828646706,0,0
1.7741950897691734,1,35,0,-0.8846696839524717,1,-0.6690779733717773,0.0,-1.0130929775299768,0,1
1.1535754017017057,0,23,1,0.35554313183648284,1,0.11015205941371559,0.0,0.6675624060384073,1,1
2.7565413758637134,0,37,1,-0.9974163035696494,3,0.9318855485329626,0.0,-0.8263514993041234,0,1
-1.0602994793726808,1,21,0,0.6937829906880159,1,-0.584071060704269,0.0,-1.2543741088064384,2,0
-0.5002805623815476,1,5,1,1.4830093280082597,2,0.1951589720812239,0.0,-0.7641828485962294,2,0
-0.649606725426787,1,35,1,-0.43368320548376094,0,0.7902073607537821,0.0,0.6509859765649427,1,1
0.5795857854072602,1,13,1,-0.8282963741438828,1,-1.3491332747118439,0.0,0.9731114424116807,0,0
-0.27794031838719463,1,41,1,-0.9974163035696494,1,0.3793406161941586,0.0,1.105448951102307,0,1
-0.5812648127692726,1,19,0,-0.7155497545267051,1,1.6402764874288653,0.0,0.7306706010886584,0,0
